U_S_R_I,HISTO_0,HISTO_11,HISTO_12,HISTO_21,HISTO_22,HISTO_23,HISTO_24,HISTO_31,HISTO_41,HISTO_42,HISTO_43,HISTO_52,HISTO_71,HISTO_81,HISTO_82,HISTO_90,HISTO_95
59_022,"0","59432","0","355486","160211","70720","25910","7333","746633","972","44527","6180","7629","49436","5504","272455","3981"
59_020,"0","30080","0","196651","113313","51860","19413","8258","697777","1978","39542","9064","5571","259849","329285","52428","1176"
59_024,"0","10074","0","406339","277285","134271","48664","3888","459484","6488","62349","9993","6371","129881","53900","204684","2571"
59_014,"0","33623","0","200524","72103","29220","8849","3734","731738","6398","45370","11216","7065","388543","198300","78629","1101"
59_023,"0","21058","0","299251","160887","66367","19137","5764","570578","8852","54716","16766","8934","306594","132735","143372","1405"
59_010,"0","18627","0","278572","134414","55116","18094","5450","556928","6727","56975","11824","7130","426835","139637","98974","1112"
59_025,"0","141356","0","325104","289596","141962","49492","8679","280530","16752","52935","10135","13742","35698","111551","311926","26785"
59_026,"0","17935","0","338388","272542","129995","46011","5927","281749","13744","45095","15270","12383","52792","242248","329038","13299"
59_013,"0","120553","0","286564","273744","123180","33541","22818","265766","74490","93454","13032","11443","35946","109515","341598","10599"
59_011,"0","17760","0","308618","231064","93742","28908","12443","314091","41123","79244","13664","11201","42458","220178","397242","4679"
59_027,"0","24507","0","272187","198346","107660","42624","13915","245673","56478","65037","15047","14371","35907","321764","393626","9279"
59_005,"56673","355906","0","138836","197391","98471","31789","36559","103537","299973","122688","13211","20689","1653","14171","295214","29658"
59_006,"0","17051","0","205965","157139","61818","19573","5493","174012","185929","165285","11811","20406","4094","226345","548845","12655"
59_028,"0","48938","0","72341","71556","27274","7367","15228","94283","549383","231440","30531","30788","931","16466","525461","94431"
59_104,"0","132951","0","265600","213796","133202","82335","3872","166207","2032","29708","6903","13509","24226","449764","227802","64171"
59_032,"0","167497","0","64745","52552","22982","7657","8363","85823","424355","208349","28460","26501","1328","27293","522846","167493"
59_029,"0","102971","0","114865","72768","35891","11486","4009","151192","232494","251034","19032","20438","1804","96375","569782","132106"
59_001,"0","15933","0","228021","153295","60717","22074","2779","260660","14350","83307","14626","7852","21415","602256","312465","16514"
59_107,"0","17807","0","156433","90139","35925","10925","5352","345091","98630","243709","20019","18999","4788","236362","522738","9499"
59_009,"0","17795","0","176101","106046","41164","13061","5746","356683","78003","224530","20438","10596","6176","276001","478991","4758"
59_002,"0","252974","0","111110","51837","18790","9123","3273","140699","11694","74012","7226","2716","22043","669792","264769","176372"
59_003,"0","243459","0","121120","64501","28441","11485","11400","207043","52928","165676","18195","7986","4531","394299","307192","178172"
59_030,"572296","450491","0","50341","37156","25870","19382","10576","59580","12351","66508","5320","2027","709","30995","238657","234165"
59_231,"131673","760589","0","60078","45542","27598","18583","15357","64805","17121","81896","6187","4687","948","41476","302620","237263"
60_201,"0","4698","0","20731","44771","21677","4109","2629","535","177858","5","1433294","36236","43019","4956","12143","9584"
60_900,"0","1374","0","11419","1175","136","9","257","24475","360451","1985","641538","758142","732","2029","1515","11174"
60_051,"0","3251","0","10660","12857","2512","279","5191","0","6","0","940053","792047","22956","477","14374","11404"
60_155,"0","10099","0","11076","1280","639","258","93","3522","293062","11","375074","1064022","1541","28940","4050","22748"
60_006,"0","903","0","7647","356","8","0","37","10","21763","0","407233","1374617","0","276","355","3036"
60_055,"0","2901","0","8448","1900","622","177","84","40","102912","0","319030","1342568","10","24504","1580","11471"
60_005,"0","452","0","7208","237","2","0","0","144","66467","6","444862","1293618","0","1430","69","1921"
60_003,"0","140","0","6122","815","41","6","3673","53533","928396","4437","742167","47633","3917","8500","8962","7897"
60_053,"0","6002","0","10601","753","6","1","466","6653","859316","1178","907283","11508","161","268","9706","2499"
60_002,"0","4","0","4969","1554","258","1","8472","0","45885","0","1743165","12092","0","0","0","14"
60_052,"0","8","0","5310","1832","267","9","1215","0","86943","0","1718665","1832","0","0","283","47"
60_004,"0","935","0","12984","3844","343","24","17577","38903","1267664","33025","368478","39527","24945","1150","4982","2033"
60_054,"0","1811","0","17341","545","40","5","30","56309","1261801","18300","374560","47922","10770","14","4034","22928"
60_056,"0","17","0","4991","65","6","7","192","0","8224","0","1136130","655022","2","7925","675","3159"
60_062,"0","9","0","5841","96","8","11","151","5","240","0","1240867","558634","0","8939","97","1511"
60_008,"0","62","0","4631","220","17","26","400","0","98945","0","1702458","9456","0","0","0","26"
60_059,"0","387","0","10799","912","23","0","730","120010","1023141","47100","380241","207414","1092","993","11041","12523"
60_111,"0","2605","0","6547","259","15","3","0","14","195307","0","1375633","233126","0","165","1665","741"
60_060,"0","5449","0","14709","6883","3648","549","379","12701","1132203","2626","427597","178157","8904","345","4276","17988"
60_112,"0","29052","0","7958","1270","251","17","29","159","1342","0","1639279","111884","0","15646","2557","6798"
60_057,"0","129","0","14131","11058","8042","1421","292","0","984383","0","787855","8781","0","0","42","112"
60_061,"0","14030","0","7505","1131","93","2","14","957","17979","0","1747239","15257","0","49","6461","5528"
60_010,"0","168","0","12573","3525","440","21","0","1617","968106","0","724202","98826","1398","217","2864","2459"
60_009,"0","147","0","17181","3206","846","110","300","110","151551","0","1210174","427726","12","576","3206","1270"
60_058,"0","512","0","1654","213","109","30","139","21190","734399","1981","936679","118103","50","0","475","878"
60_107,"0","2990","0","18754","9827","2381","200","3920","1063","1172157","713","549965","54278","0","141","13","11"
60_067,"0","1607","0","3512","614","26","0","61","48","165","0","1727964","75646","0","1381","2879","2516"
60_013,"0","0","0","4957","611","1","0","32","0","506637","0","1141638","162530","0","0","0","9"
60_114,"0","9","0","0","0","0","0","658","0","81224","0","1542874","191602","0","0","47","0"
60_068,"0","1991","0","79348","24746","9697","5883","659","0","0","0","537421","313065","598","840802","53","2142"
60_063,"0","840","0","4128","2993","465","10","942","0","345704","0","1199650","261403","0","0","262","14"
60_163,"0","759","0","2999","2158","325","8","976","0","286138","0","1275328","247722","0","0","0","0"
60_065,"0","97","0","15025","1091","308","60","543","10","192748","0","1078120","513769","0","10449","17","4010"
60_115,"0","3655","0","15901","6167","406","51","11257","0","34162","0","1528128","135043","7626","22072","29406","22539"
60_017,"0","3415","0","7576","674","87","7","250","0","0","0","1694900","66241","0","35740","2692","4661"
60_016,"0","35","0","8137","165","20","5","7","109","278454","7","1239080","289684","0","100","112","157"
60_018,"0","343","0","18934","714","56","9","899","0","0","0","1419038","171696","699","196915","68","7045"
60_166,"0","2","0","3850","144","1","0","1160","0","1555","0","649747","1159712","0","0","8","238"
60_020,"0","1","0","4817","708","6","0","0","1006","660070","1819","759856","387950","0","0","0","0"
60_074,"0","2","0","24758","367","19","3","220","0","0","0","1479649","166539","1106","142924","5","655"
60_071,"0","3524","0","15354","3585","216","26","2704","67","29919","0","1492794","166960","206","24318","73107","3630"
60_019,"0","3","0","2702","690","18","0","26410","0","855931","0","622559","307483","0","0","17","426"
60_022,"0","74","0","7964","1277","223","35","32","419","413065","8","1161337","228355","0","57","2463","1104"
60_072,"0","6","0","5476","62","0","0","0","303","309756","24","646559","853733","0","0","0","326"
60_069,"0","13","0","9725","1752","213","11","13","1191","1327880","291","364953","108700","0","0","1162","512"
60_073,"0","3291","0","5878","1988","286","24","362","0","0","0","1648918","123155","0","19779","5575","7158"
60_070,"0","923","0","5788","1660","101","1","196","1155","431014","524","1215849","142014","323","279","15204","1381"
60_024,"0","867","0","20556","840","183","28","1729","0","0","0","1463691","326112","0","1807","0","597"
60_221,"0","74","0","0","0","0","0","12477","0","76562","0","957457","769647","0","0","25","168"
60_023,"0","41","0","7472","742","140","59","133","0","29","0","748027","1032665","0","26748","334","25"
60_076,"0","73","0","5440","2638","453","18","28","14895","777487","732","715460","291584","24","171","4221","3017"
60_028,"0","31","0","23118","11916","3551","688","125","805","1333887","15","417630","24278","73","221","42","35"
60_080,"0","721","0","59280","31691","15361","5857","3300","0","0","0","1253251","310912","11","135837","0","189"
60_029,"0","8297","0","20636","3503","793","142","513","0","0","0","956163","793330","0","23124","4900","4849"
60_078,"0","3","0","11972","325","11","2","0","422","582443","0","1088605","132631","8","0","0","0"
60_126,"0","377","0","11376","1561","79","23","1658","0","64117","0","872918","825231","61","36779","479","1750"
60_075,"0","657","0","9617","627","28","0","3699","0","62322","0","1139589","593286","530","2615","2941","333"
60_027,"0","5051","0","41960","44580","23109","4945","18503","0","254","0","1147226","471219","13","58733","526","299"
60_130,"0","162","0","22853","2943","1045","356","628","0","0","0","1765306","22740","0","108","29","81"
60_079,"0","3","0","793","128","15","2","35","72","233047","0","1148083","434235","0","0","0","1"
60_077,"0","4795","0","44617","42834","22643","5784","2686","0","28","0","1281629","144327","355","266379","121","52"
60_025,"0","3","0","16705","477","80","36","11676","0","0","0","551849","1229579","28","5632","0","182"
60_031,"0","4","0","8347","268","41","1","11648","0","1282","43","961365","789620","0","41176","436","2006"
60_082,"671960","64","0","18358","2677","664","64","3280","0","0","0","361806","706557","89","50716","0","6"
60_081,"53136","181","0","4965","362","160","87","6450","0","8881","90","1075712","651067","71","9705","5218","318"
61_108,"672230","5984","0","28176","5446","935","197","2713","457836","158801","85424","21169","15521","128470","43861","181945","7698"
61_105,"576434","4289","0","47379","9763","3575","1445","1018","340369","131835","79532","9181","11698","231300","95794","251915","20876"
61_112,"136999","21785","0","43804","14939","2797","688","6380","662064","264282","136495","34313","27959","170099","52336","229252","12216"
61_095,"603223","70961","0","46354","15155","5662","1501","717","217964","70335","33020","11467","9305","250361","129023","313270","38094"
61_103,"1419","36287","0","71577","18526","6986","2375","1835","609103","209148","115092","16758","17302","207117","55104","417996","29775"
61_102,"0","36288","0","67883","7811","2192","725","2623","770269","212460","115108","37107","16259","152636","52646","323091","19309"
61_199,"0","29718","0","45659","2613","460","106","927","895396","275542","109621","53637","11770","71326","35747","277523","6192"
61_096,"712893","113715","0","32985","14802","4649","1131","855","282010","32951","16271","10476","8535","275847","82257","188834","38202"
61_107,"0","42411","0","47801","15792","3397","950","6990","695960","473450","235356","40997","36571","73460","23330","111654","8300"
